ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
6312,Splat,Splat,Splat,splat,,"   Splat Hair Color is formulated with a unique water soluble silicone micro emulsion that forms a protective shield over the hair and helps to prevent colors from washing out. Splats\' unique formula produces extremely vivid colors.",0,http://www.splathaircolor.com,1,10,Corona,AL,"United States",,,,,,,0,No,,Yes
6311,Got2B,Got2B,Got2B,got2b,," got2b is your resource to express cool, individual attitude for hair. Inspired by the latest trends in fashion, film and rock-n-roll, got2b products are the perfect tools for achieving your choice of attitude, without salon mark-up.",800,www.got2b.us/got2b/us/en/home.html,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6464,Chi,Chi,Chi,chi,,"  ",0,http://www.target.com/sb/hair-care-beauty/chi/-/N-5xu0kZ5tdbd#?lnk=lnav_featured,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6465,Pantene,Pantene,Pantene,pantene,,"  In the early \'80s, Pantene expands its product lineup while elevating the brand\'s scientific expertise and health as the foundation for beautiful hair with the new tagline, “The Care and Feeling of Beautiful Hair.”
After years of extensive research and development, Pantene launches its most comprehensive and groundbreaking offering yet—customized solutions all based on hair structure. If you know the hair you have, Pantene will give you the hair you want.",1,http://pantene.com,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6466,Toni&Guy,Toni&Guy,Toni&Guy,toni&guy,info@toniandguy.co.uk,"Toni Mascolo and brother Guy co-founded the first TONI&GUY salon in 1963 in Clapham, London. TONI&GUY has remained at the forefront of the hairdressing industry, pioneering the professional hairdresser and exceeding all industry standards to make expertise available on a global scale.",20,http://toniandguy.com/fashion-week,1,10,"SE1 9LX",AL," ‎United Kingdom",,,,,,,0,No,,No
6467,HairEnvy,HairEnvy,HairEnvy,hairenvy,,"   A comprehensive collection of hair products and tools, HairEnvy.com is your one-stop shop for head-turning locks. And with the same great service as DermStore and blush -- complete with free shipping, free samples and beauty experts available to assist you 24 hours a day, every day -- our impeccable selection is met with an impeccable shopping experience you won\'t find anywhere else",2147483647,http://www.hairenvy.com/,1,10,KY,NJ,"United States",,,,,,,0,No,,Yes
6468,Viviscal,Viviscal,Viviscal,viviscal,Info@viviscal113.com,"      At Viviscal, we understand hair. We’ve been researching hair loss for over 20 years and are very proud to have developed the most researched hair growth* dietary supplement.",888,http://www.viviscal.com/,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6479,"John Frieda ","John Frieda ","John Frieda ",john-frieda-,,"    The John Frieda Aldford Street salon has always been recognized by clients and press alike as a discreet oasis of understated chic and calm. No sign above the door, no overt branding, just quiet, consistent excellence in hairdressing.",20,https://www.johnfrieda.com/en-US/Home,1,10,Any,AL," ‎United Kingdom",,,,,,,0,No,,Yes
6478,"Just for Men","Just for Men","Just for Men",just-for-men,,"   Just for Men is a hair coloring product designed for and marketed to men and manufactured by Combe Incorporated. Just for Men is designed to color gray hair, with additional product lines for coloring gray hair in beards, sideburns, and mustaches, and the Touch of Gray product is intended for gradual hair coloring.",1,http://www.justformen.com/,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6477,Umberto,Umberto,Umberto,umberto,," In the scissor-sharp arena of Beverly Hills hair salons, the name Umberto reigns supreme.  For over three decades, Umberto Savone has developed a reputation of sustained excellence.",310204,http://www.umbertobh.com/,1,10,CA,CA,"United States",,,,,,,0,No,,No
6476,"California Baby","California Baby","California Baby",california-baby,,"  California Baby® products are proudly made in the U.S.A. in our FDA registered and certified organic solar powered facility. All products are allergy tested and free of peanuts, soy, or dairy. No animal testing. 
",0,http://www.californiababy.com/,1,10,CA,CA,"United States",,,,,,,0,No,,No
6475,"Head & Solders","Head & Solders","Head & Solders",head-solders,customersupport@hands.com,"After 50 years we’re still leading the way in scalp care, delivering the confidence to live life without hesitation. Because we believe in throwing yourself into life and making the most of every moment, every day. It’s time to LIVE HEAD FIRST.",1,http://www.headandshoulders.com/,1,10,Cincinnati,OH,"United States",,,,,,,0,No,,No
6474,Rogaine,Rogaine,Rogaine,rogaine,,"   ROGAINE® is the first topical brand FDA approved to help regrow hair. With more than 20 years of results and over 20,000 people in clinical trials, ROGAINE® is the #1 dermatologist recommended brand for hair regrowth.",1,http://www.rogaine.com/,1,10,NJ,NJ,"United States",,,,,,,0,No,,Yes
6501,"J\'ANMETRA",WADDELL,"BARE YOUR HAIR",bare_your_hair,JANMETRA@HOTMAIL.COM,"Bare Your Hair started when J’Anmetra, mother of two, wanted a  product that would help grow her hair. J’Anmetra suffers from Alopecia and was completely bald for two years. After experimenting with a lot of different  products, oils, and lotions; none of which seemed to work, she decided  to research and mix her own products together. J’Anmetra has continued to use  her own products for over 6 years now.  Her hair growth journey has been amazing learning experience. J\'Anmetra\'s hair is now well past her shoulders and her hair growth challenge for herself is for it to be waist length by 2016. 


 Her daughters work alongside her to make products and develop the business side of Bare Your Hair. Bare Your Hair started when J’Anmetra, mother of two, wanted a  product that would help grow her hair. J’Anmetra suffers from Alopecia and was completely bald for two years. After experimenting with a lot of different  products, oils, and lotions; none of which seemed to work, she decided  to research and mix her own products together. J’Anmetra has continued to use  her own products for over 6 years now.  Her hair growth journey has been amazing learning experience. J\'Anmetra\'s hair is now well past her shoulders and her hair growth challenge for herself is for it to be waist length by 2016. 


 Her daughters work alongside her to make products and develop the business side of Bare Your Hair. ",404,WWW.BAREYOURHAIR.COM,1,2,AUSTELL,GA,"United States",,,,,,,0,No,,No
6500,clear,clear,clear,clear,,"  CLEAR believes that a healthy, nourished scalp is the source of protection against scalp problems (dandruff, itch, dryness and grease) and the foundation for strong, healthy beautiful hair - allowing you to leave behind any inhibitions and look your flawless best.",800,http://www.clearhaircare.com/,1,10,Any,AL,"United States",,,,,,,0,No,,No
6502,Dove,Dove,Dove,dove,,"  Dove is committed to help all women realise their personal beauty potential by creating products that deliver genuine improvement to the condition of your skin and hair.

Dove believes that beauty should be for everyone, because when you look and feel your best, you feel better about yourself.
Dove is manufactured by Unilever. There are nearly 100 countries in which Dove is sold.",0,http://www.dove.us,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6507,Itsa10,Itsa10,"Its A 10",its_a_10,,"  Its Difference

It’s a 10 is passionate about giving back to the communities that have supported our brand and helped make it the product it is today. Our lives are intertwined with our customers – our devoted fan base that has made the difference through feedback, shared stories and heartfelt recommendations. We share many of the same struggles and causes. ",0,http://itsa10haircare.com,1,10,"City Area",NY,"United States",,,,,,,0,No,,Yes
6610,Tim,Marion,"Kimble Beauty",kimble-beauty,tim@kimblebeauty.com,"         It is Kimble\'s belief that style and healthy hair maintenance should coexist. Achieving a look of style should not be at the sacrifice of hair\'s own beauty and health.

Kimble Beauty™ is a line created true to the concept of beautiful style and healthy hair. With its performance-tested formulas and quality ingredients, hair has the freedom to be styled without hesitation. While the diverse and versatile products can help achieve any desired look, they also treat and nourish the hair.
Simply put, Kimble Beauty™ delivers great-looking uncompromised hair.","(323)  650-2222",www.kimkimble.com,1,50,"Los Angeles",CA,"United States",,,,,,,2000,No,,Yes
7051,Victoria,Flores,"SOBE Organics",sobe_organics,tori@sobeorganics.com,"  Affordable hair extensions for the everyday woman",9179125448,www.sobeorganics.com,2,54,Miami,FL,"United States",,,,,,,0,No,"affordable, hair extensions, long, texture, sobe, wavy, straight",No
6622,Oster,Oster,Oster,oster,,"  OsterStyle.com is an electronic marketplace for products distributed by Jarden Consumer Solutions (referred to as \"we,\" \"us\" or \"our\") and its affiliates. We understand that your privacy is important to you and we established this Privacy Policy to explain what information is collected on OsterStyle.com (the \"Site\") and how it is used. By using this Site, you agree to the collection and use of information as set forth in this Privacy Policy. If you do not agree to this Privacy Policy, please do not use this Site. ",1,http://www.osterstyle.com/,1,10,"Boca Raton",FL,"United States",,,,,,,0,No,,No
6626,"Johnny B.","Johnny B.","Johnny B. Haircare",johnny_b._haircare,,"   Established in 1994, Johnny B. Hair Care is dedicated to providing the best quality products to men who visit barbershops and salons.  The Johnny B. brand has been built strategically, emphasizing styling products and analyzing consumer preferences.",0,http://www.johnnybhaircare.com/,1,10,Commerce,CA,"United States",,,,,,,0,No,,Yes
6621,Personna,Personna,Personna,personna,,"   In 1875 the Kampfe brothers applied for a patent for their new hair removal invention, coining the term “safety razor” and starting a shaving revolution that continues to this day. Unlike the straight razors of the past, which are cumbersome, difficult to maintain, and has an exposed edge, the Kampfe’s Star Razor included a safety guard that served to both protect the shaver from the bare blade and to help them achieve the optimal shaving angle. The brothers formed American Safety Razor to market their products, molding the company into a dominant player in the early 20th century shaving market with their Ever-Ready brand and acquisitions of other major brands such as Gem, Pal, and Burma Shave. ",1,http://www.personna.com/,1,10,Any,AL,"United States",,,,,,,0,No,,No
6624,Braun,Braun,Braun,braun,,"     Braun’s Satin-Hair styling appliances let you indulge in styling, without worrying about damaging your hair. Experiment with different styles, thanks to Braun’s health-infused technologies in Satin-Hair straighteners, curlers, airstylers, blow dryers, and the Satin-Hair 7 brush.

All Braun Satin-Hair styling appliances are designed to protect the health of your hair and give you shiny, smooth hair so you can enjoy new styles every day!
",0,http://www.braun.com/global/hair-care.html,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6623,Layrite,Layrite,Layrite,layrite,,"    In 1999, the founders of Layrite proudly opened the doors of their first Classic Barber Shop and Shaving Parlor. The rockabilly shop was built to emanate a relaxed and comfortable atmosphere of a real man’s sanctuary;  stepping into our shop in Costa Mesa, California, feels like you’ve just time-warped yourself back into the 40s.

Today, Layrite resides in Orange County, California. All products are tested and approved by barbers in order to provide Layrite customers with only the finest pomades and grooming products.",888,http://www.layrite.com/,1,10,"Fountain Valley",CA,"United States",,,,,,,0,No,,Yes
6625,"Head & Shoulders","Head & Shoulders","Head & Shoulders",head-shoulders,,"   Today’s Head & Shoulders formula is the result  of 50 years of knowledge and thanks to all that know-how it doesn’t feel or smell anything like you might expect an anti-dandruff, scalp treatment shampoo to feel and smell.

Our scientists were the first to identify the causes of dandruff, and the first to use our active ingredient, Zinc Pyrithione (ZPT), in treating dandruff. We realised ZPT was effective, we just didn’t know why yet. Now, Head & Shoulders scientists have discovered how it works at a molecular level.",0,http://www.headandshoulders.co.uk/,1,10,Any,AL," ‎United Kingdom",,,,,,,0,No,,Yes
6630,"Gibs Grooming","Gibs Grooming","Gibs Grooming",gibs_grooming,Gib@gibsgrooming132.com,"  Here we are now, a barber favorite and about to hit the beard big-time. Our light, straight-up beard nectars feed, nourish, and condition the tuft like nothing else out there. Like a whisper on whiskers, they keep your beard smooth, healthy, and yeah, pretty sweet to snuggle up to.",0,http://www.gibsgrooming.com,1,10,Any,CO,"United States",,,,,,,0,No,,No
6629,Pacinos,Pacinos,Pacinos,pacinos,,"  Eric \"Pacinos\" the Barber is a Queens, New York native whotransitioned to South Florida as a teenager. Took an interest in cutting hair at the age of 15 and never looked back. He is a detail orientated individual with a stride for Fashion and Style who is diligent in his career. He\'s been a Barber Stylist for over 15 years, which has included working with Stars/Celebrities such as Sean \"P. Diddy\" Combs, Sean \"Jay Z\" Carter, Chris \"Ludacris\" Bridges and Kevin Hart just to name a few. He\'s traveled the U.S & Internationally as a Platform Artist & Educator for WAHL Clippers. He has a series of APPs called \"Pacinos\" available for download in the iTUNES & Android Market, in which he and an elite team of barbers teach you step by step how to do some of todays latest haircuts.",0,http://www.pacinosthebarber.com/,1,10,Any,AL,"United States",,,,,,,0,No,,No
6628,Curtis,Smith,"Xotics by Curtis Smith",xotics_by_curtis_smith,,"  Our mission is to bring the world a product line completely free of artificial colors, harmful chemicals, parabens, petroleum, and sulfates.  Our hair and skin products are comprised of herbs, essential oils, butters and other natural ingredients that work effectively on most hair textures and skin types. Our products are mixed the old-fashioned way, in small batches, for greater quality control that ensures freshness. Xotics products are found exclusively online, barber shops / beauty salons, and specialty stores. Our goal is to provide you with products that are prepared with care and packaged upon order.",0,http://www.xoticsproducts.com/,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6627,Coldlabel,Coldlabel,Coldlabel,coldlabel,coldbarber@yahoo.com,"               Coldlabel is the parent company of the Coldlabel family of products and services. It was founded in a southern California barbershop as an “Original Barbershop Culture Company”.  The barbershop’s social dynamic frames the company’s identity, with an emphasis placed on organic grooming, lifestyle, & design.
",0,http://coldlabel.co,1,7,Any,CA,"United States",,,,,,,2011,No,"barbershop, grooming, mens, supply, razor, shave, haircut ",No
6631,Linda,Eisner,"Quality Pencils Inc",quality_pencils,Qualitypencils@aol.com,"       Graff*Etch, the original barber brand.  Graff*Etch was created to combine graffiti art and barber etchings. Hair Art was once considered a fad but has now become as main stream as tattoos.  When barbers and stylists create hair art, they are creating a design in the hair with their trimmers & razors. These designs can be geometric, sports and company logos, cartoon characters and even famous faces.  Graff*Etch color pencils are used to color in the hair to make the designs stand out. Graff*Etch pencils were created for newly shaved sensitive skin. They are not ordinary eyeliner pencils. They were specially formulated to apply on a tender scalp and in the hair. Each pack contains 8 pencils with a sharpener built into each cap. Our pencils have the proper combination of texture, long lasting wear and ease of application. Graff*Etch pencils apply creamy smooth, won’t drip down if you sweat and will stay-put until you wash it out with shampoo or a cleanser. Graff*Etch pencils were made because barbers and stylists need proper tools to be more creative. It\'s a fun and temporary way to express yourself. Download my FREE \"How to ebook\" at www.barbersart.com",5165241358,www.graffetch.com,2,5,"Tarpon Springs",FL,"United States",,,,,,,2005,No,"GraffEtch, hair pencils, graphic design, barbers art, original barber brand, best pencils, color pencils, barber pencils",No
6653,DryDivas,DryDivas,DryDivas,drydivas,info@drydivas.com,"           “I created Dry Divas because I wanted a great quality, stylish product made in the USA for myself and my family. I hope you enjoy your Dry Divas shower caps as much as we do.” 
 
Made in the USA, each Dry Divas shower cap is sewn by hand. They are made of the highest quality laminated fabric that is incredibly soft inside and out. Ensuring that your hair stays healthy and dry, our shower caps, ribbon, and embellishments are 100% waterproof.  The longevity of our designer shower caps is second to none!",888927,https://www.drydivas.com/,1,10,"Pacific Palisades",CA,"United States",,,,,,,2010,No,"beauty, shower caps, spas, blow bar, bouffant, sharon stone, lisa rinna, celebrity beauty, hair care, hair treatment, bridal shower, salon, hair, dry divas, ",Yes
6840,Tarla,Atwell,"BASIC Hair Care",basic_hair_care,tarla@basichaircarepro.com,"                    Basic welcomes you to experience a brand of revolutionary and cutting edge research and development in hair care! Our goal is to bring the life back to hair using only the basic necessities that will allow your strands to thrive.
Imagine a hair care brand that takes the guesswork out of getting gorgeous hair. Infused with the highest quality ingredients, BASiC is a line of naturally-derived products that take the confusion out of how to get strong healthy hair. We have streamlined our line of premium professional and retail hair care products to just what you need to get great results in the salon and at home.",888-672-4819,www.basichaircaresystems.com,1,20,Atlanta,GA,"United States",,,,,,,1991,No,,Yes
6877,Lockology,Lockology,Lockology,lockology,"1WD,DKJGNSJKF.CP,","   Lockology was conceived from a desire for great healthy hair maintenance products. We made a commitment to ourselves and to our customers to create all natural and organic products that will treat, condition, repair and promote healthy hair growth.",770,http://lockologyforlocs.com/,1,1000,"Western Palm Beach",FL,"United States",,,,,,,0,No,,Yes
6870,"Kiehl\'s","Kiehl\'s","Kiehl\'s",kiehl's,info@kiehls123.com,"          Kiehl\'s is an American cosmetics brand retailer that specializes in making premium skin, hair, and body care products. Founded as a single pharmacy at Third Avenue and East 13th Street in 1851. Kiehl\'s was purchased by the L\'Oréal Group in 2000 and currently has more than 250 retail stores worldwide, and over 1000 points of sale supplemented by sales in high-end department stores, select airport locations, as well as independent stockists.",0,www.kiehls.com/,1,10,"New York ",NY,"United States",,,,,,,1851,No,,Yes
7105,Nisim,Nisim,Nisim,nisim,info123@nisimhair1.com,"  isim hair care, hair loss products for healthier, thicker hair can help your hair concerns. Nisim shampoo, conditioner, and hair loss treatments are designed to promote healthy hair growth and discourage hair loss and thinning hair. With formulas specially designed for different hair types, Nisim can help anyone\'s hair grow healthier and stronger. Whether you\'re simply trying to get healthier hair and a cleaner scalp or trying to reduce the effects of pattern hair loss, Nisim hair products are ideal for you.",2147483647,http://www.nisimhair.com/,1,10,Any,AL,"United States",,,,,,,0,No,,No
6872,Blow,Blow,Blow,blow,dfsdfsdf,"    Blow is devoted to the art of the perfect blowout. Our philosophy stems from the belief that every woman not only looks, but also feels better with a great blowout.  We identify and attract the best talent to support and grow that vision. Our devoted team brings excellence to all our offerings — salon services, quality products and education — and will continue to introduce new ways to help all women get better blow dry results every day, both in salon and at home.",800,http://blowpro.com/,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
7106,"Global Keratin","Global Keratin","Global Keratin",global_keratin,info12345@gkhair.com,"  GKhair is much more than just a name. It\'s a brand with a promise. A promise that your hair needs will be fulfilled. GKhair invests heavily in research and development to continually advance the science of hair to deliver new and innovative products. Whatever your desires may be, GKhair is the experience your hair needs.",1305,http://www.gkhair.com/,1,10,Any,AL,"United States",,,,,,,0,No,,No
7108,"Soma Hair","Soma Hair","Soma Hair",soma_hair,soma12345@mysomahair.com,"  Soma began it\'s journey in 1995 just outside Toronto, Canada, with two friends that shared similar passions and beliefs. One being a chemist and the other in business management, they began to develop and make Soma hair care products in their make-shift lab. Sampling to family and friends they could trust, the results came back with enthusiastic praises. Soma launched that year with only five products, three shampoos and two conditioners with names like Wind, Rain and Cascade.",866,http://www.mysomahair.com/home.jsp,1,1000,sterling,IL,"United States",,,,,,,0,No,,No
7110,Amika,Amika,Amika,amika,info1234@loveamika1.com,"  You will never find an amika product at the drugstore or mass market chain down the street. Our salon exclusive Obliphica Hair Care products are guaranteed only when purchased from a salon professional.",0,http://loveamika.com/,1,1000,"Any ",AL,"United States",,,,,,,0,No,,No
7112,Loma,Loma,Loma,loma,info12345@Lomaforhair.com,"  Founder, David Hanen, has dedicated his career to the art of hair and beauty. From his beginnings as a salon stylist to a successful salon owner, David possessed a fascination with product formulation. This intense interest inspired him to explore organic chemistry.",1,http://www.lomaforhair.com/,1,1000,"Any ",AL,"United States",,,,,,,0,No,,No
7113,"Little Green","Little Green","Little Green",little_green,info1234@littlegreencares.com,"  For over 40 years I have been inspired by beauty. From creating world renowned salon and spa designing and developing premier collections for hair, skin and cosmetics that target lifestyles.",1201,http://www.littlegreencares.com/,1,1000,"New Jersey",NJ,"United States",,,,,,,0,No,,No
7114,"Bio Ionic","Bio Ionic","Bio Ionic",bio_ionic,info123@bioionic.com,"  Fernando Romero first discovered the science of harnessing natural ions while traveling in Japan. There he discovered the power of natural negative ions. He visited many salons and became aware of a revolutionary treatment that stylists were using to retexturize and condition wiry coarse asian hair. This discovery and exploration led him to develop and perfect the Bio Ionic® Professional Haircare System. ",888,http://www.bioionic.com/,1,1000,"Los Angles",CA,"United States",,,,,,,0,No,,No
7116,"Colure True Color Care","Colure True Color Care","Colure True Color Care",colure_true_color_care,info1234@colurehaircare.com,"    Colorists now have a \'smart new take\' on color-treated hair when it comes to care, wear, style that shines and color guaranteed not to fade between visits.
COLURE True Color Care isn\'t simply a pure and natural product system - it\'s a whole new culture and category for the discerning colorist tired of technologies that don\'t \'hold true\' to lasting color-wear and shine. Today, the colorists\' choice is clear for smart, luxury hair color care. Prepare the canvas first and preserve the original color you designed for that client.",760,http://www.colurehaircare.com/,1,1000,Vista,CA,"United States",,,,,,,0,No,,No
6871,"Jessi Curl","Jessi Curl","Jessi Curl",jessi_curl,info@jessicurl123.com,"   Until the time I was 14 I had thick yet fairly straight hair. Somewhere around the time that puberty struck, my hair grew more and more coarse and eventually started to curl. I was mortified and at a total loss for how to deal with it. The only advice my straight haired mother could offer was “Go brush your hair!” As we all know, that’s the WORST thing to do to curly hair! My dad was more sympathetic, as he’s the one who gave me the curls, but his motto when it came to “our” hair was “bigger is better”. As a self-conscious 14 year old who didn’t want to stand out, that wasn’t very helpful either.",0,https://www.jessicurl.com/,1,1000,"Studio City",CA,"United States",,,,,,,0,No,,Yes
7118,"Paul Brown Hawaii","Paul Brown Hawaii","Paul Brown Hawaii",paul_brown_hawaii,info1234@paulbrownhawaii.com,"  Inspired by the tropical flora of Hawaii, stylist Paul Brown created a luxury botanical hair care system at an affordable price. Few companies ventured along this avenue two decades ago, but Paul was motivated by what he saw – native Hawaiians with healthy, shiny black hair well into their golden years. This is despite constant exposure to the drying sun, saltwater and trade winds.",0,http://www.paulbrownhawaii.com/,1,1000,Houston,TX,"United States",,,,,,,0,No,,No
7124,ICON,ICON,ICON,icon,info132@iconproducts.com,"  A commitment to imagination and 3-dimensional care and style. A renewed focus on hair as art. A re:life that embraces the worlds influences and showcases them in packaging, products, practices, collections and in the ever-evolving, shifting perception of beauty. Welcome to I.C.O.N. now.",1,http://iconproducts.com/,1,1000,"Woodland Hills",CA,"United States",,,,,,,0,No,,No
7119,"Iso Hair","Iso Hair","Iso Hair",iso_hair,info123@isohair.com,"  ISO is the leader in the professional hair industry with advanced waving technology, prescriptive-based texture products, and long-lasting, luminous haircolor. As an exclusive professional-only salon brand, ISO has earned a reputation as the preferred stylist choice for its innovative formulations.",0,http://www.isohair.com/,1,1000,Arcadia,CA,"United States",,,,,,,0,No,,No
7121,"Circle of Friends","Circle of Friends","Circle of Friends",circle_of_friends,info123@circle-of-friends.com,"  Circle of Friends® was founded and nurtured by the world\'s great experts on children: moms. Since its inception, the mission of Circle of Friends® was to create a professional hair, bath, and body line for children, while introducing them to a world of styles and cultures.",800,http://www.cofbath.com/,1,1000,"Any ",AL,"United States",,,,,,,0,No,,No
7120,Kenra,Kenra,Kenra,kenra,info123@kenra.com,"  For more than 50 years, Kenra has been formulating and producing hair care products using only the finest ingredients. Kenra is a privately held company, and we take great pride in our approach to doing business. While we are constantly moving our research and development into the future and working to discover innovative ingredients and results, our approach to doing business has not changed: We provide personalized support to our customers, we treat every customer with the highest regard, we create and formulate high performance hair care products, and we execute programs for salons that build customer loyalty.",800,http://kenra.com/,1,1000,Indianapolis,IN,"United States",,,,,,,0,No,,No
6876,Wella,Wella,Wella,wella,info@wella123.com,"    As cutting-edge stylists at the forefront of the industry,Eugene Souleiman and Josh Wood are responsible for Wella’s artistic direction and vision. ",800,http://www.wella.com/,1,1000,NYC,NY,"United States",,,,,,,0,No,,Yes
7125,Aquage,Aquage,Aquage,aquage,info123@aquage.com,"   As Luis Alvarez and I sat at my kitchen table back in 1998, we spent countless hours discussing the history and the future of the salon industry. We felt that most beauty manufacturers had all but abandoned the independent salons in favor of the easier dollars generated by national salon chains and retail stores.",877238,http://www.aquage.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7034,Minardi,Minardi,Minardi,minardi,supportteam@minaedicolour.com,"   For more than 30 years, this industry Icon has worked both behind the chair and with major haircolor manufacturers as a salon colorist celebrity stylist, educator and haircolor experts.",0,http://www.minardicolor.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,Yes
7029,Sabon,Sabon,Sabon,sabon,"inform@sabonnyc.com ","   In the summer of 1997, in Tel Aviv, two young visionaries began making soap in their home. Guided by an ancient aboriginal recipe they had stumbled upon during their travels, they meticulously blended various local herbs and flowers into their magical mixture of fragrant oils and lye. After cooling and setting, this mouthwatering soap was sliced into hearty chunks, liberating the dreamy fragrances that would invite the curiosity, and envy, of their neighbors and friends.",1,http://www.sabonnyc.com/product/hair.htm,1,1000,"New York  ",NY,"United States",,,,,,,0,No,,Yes
7123,"Just Natural","Just Natural","Just Natural",just_natural,info123@justnaturalproducts.com,"   At Just Natural, beautiful hair and skin care products isn’t something that’s made in a lab. They are carefully and lovingly cultivated from the earth using natural ingredients.",1,http://www.justnaturalskincare.com/,1,1000,Wellington,FL,"United States",,,,,,,0,No,,No
6926,Schwarzkopf,Schwarzkopf,Schwarzkopf,schwarzkopf,info@schwarzkopf12345.com,"From styling and dyeing to proper hair care: Here you will find everything you need for beautiful hair! Helpful tips and tricks for daily hairstyling, step-by-step instructions for glamorous styles and of course professional color consulting to ensure your favorite hair color also turns out perfectly at home!",123456789,http://www.schwarzkopf.com/skus/en/home.html,1,1000,Any,AL,"United States",,,,,,,0,No,,No
6925,Marina,Parris,EdgeStick,edgestick,edgesticks@azureprofessional.com,"         Azure Professional is the brand behind the world\'s #1 edge straightening tool: EdgeStick, a sleek device that combines the effects of a flatiron and pressing comb to allow safe styling down to the roots. Loved by celebrity stylists and at-home users, EdgeStick takes the fuss out of frizz maintenance, making the styling process for thicker hair types quicker than ever.

Azure Professional is also a leading designer and manufacturer of innovative beauty and hair equipment. Our products guarantee amazing styling results and remain committed to restoring hair back to a healthy state.","(613) 617 4221",www.azureprofessional.com,1,1000,Nepean,AL,"United States",,,,,,,2010,No,,Yes
7023,"Bald Girls Do Lunch","Bald Girls Do Lunch","Bald Girls Do Lunch",bald_girls_do_lunch,info1234@baldgirlsdolunch.org,"    Bald Girls Do Lunch is a rapidly growing network with nationwide and global momentum.  We’re the only non-profit specifically created for women with alopecia areata – the autoimmune skin disease which stops the normal growth of hair on the scalp, brows, lashes and body. Founder, Thea Chassin, has alopecia areata universalis since 1997 and her health degrees from Columbia University and New York University.

Bald Girls Do Lunch takes pride in bringing up-to-date and accurate medical information. We’re known for superb motivation, practical results, and realistic expectations that improve lives quickly. Our format facilitates communication and life skills.",123456789,http://www.baldgirlsdolunch.org/,1,1000,Ahmedabad,AL,"United States",,,,,,,0,No,,No
7033,"Ted Gibson","Ted Gibson","Ted Gibson",ted_gibson,info123456@tedgibsonbeauty.com,"     Ted Gibson is one of the most sought-after editorial, runway, and celebrity hair stylists in the business.  His work has appeared in publications such as Vogue, Harper’s Bazaar, Elle, Marie Claire, Vanity Fair, People StyleWatch, W, and Allure and backstage at runway shows such as Chanel, Prada, Dolce & Gabbana.  He is also a huge influence and presence at both Fall and Spring New York Fashion Week styling some of the top American fashion designer labels including Pamella Roland, Carmen Marc Valvo and Lela Rose.  Ted is perhaps most known for toiling over the tresses of top celebrities including Anne Hathaway, Jessica Chastain, Debra Messing, Angelina Jolie, Ashley Greene, Lupita Nyong’o, Gabrielle Union and many more. ","212 633 6333",http://tedgibsonbeauty.com,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
7111,Curlisto,Curlisto,Curlisto,curlisto,info@Curlisto12345.com,,123456789,http://www.curlisto.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7079,"Kardashian Beauty","Kardashian Beauty","Kardashian Beauty",kardashian_beauty,info@kardashian12345.eu," With Kardashian Beauty you can recreate the signature looks for which the Kardashian sisters are famous. The high quality products with a luxury feel enable you to attain flawless looks at home. Besides that, Kardashian Beauty brings you beauty how-to’s, insider information and behind the scenes tips provided by Kourtney, Kim, and Khloé and their make-up artists. ",123456789,http://www.kardashianbeauty.eu/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7100,Julie,Stamatis,"Philip Martin\'s USA.Co.Inc",philip_martin's_usa.co.inc,julie@philipmartins.us,"          Our company was founded in 1984 in Italy by Mauro Trimigliozzi who, after a long career in the organic cosmetic business, decided to create his own brand, and in 2003 Philip Martin\'s was launched. Our mission is to use our experience in the blending of ingredients derived from natural, organic farms and non-toxic ingredients to create revolutionary new hair and body care products. Our quality control and production standards have awarded us the  coveted Ecocert certification.",(805)570-3917,www.philipmartins.us,0,12,"Santa Barbara",CA,"United States",,,,,,,0,No,,Yes
7130,Lipogaine,Lipogaine,Lipogaine,lipogaine,contact123@lipogaine.com," Trusted by people around the world for its incomparable effectiveness, Lipogaine remains a leader in providing people with hair loss the best solutions.
Lipogaine offers products made of the highest quality materials. We follow the most stringent manufacturer guidelines. We create excellent products that are safe for the public and which deliver high quality and reliability to our valued customers. We accept nothing less.",12345678,http://www.lipogaine.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
