ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
6262,"Taming Spray Ouch-Free Detangler","What it does
Easily detangles dry or damp hair.

How it works
Leaves hair fresh and full of body.

Added bonus
Smoothes static and helps control children&#39;s &#34;morning hair.&#34;","What it does
Easily detangles dry or damp hair.

How it works
Leaves hair fresh and full of body.

Added bonus
Smoothes static and helps control children's ""morning hair.""","Apply to damp or dry hair. Style as desired. Do not rinse.","See package for product ingredients",,Aresol,both,"Naturally Straight,Curly",no,1000,009531105918,"Paul Mitchell, Taming Spray, Ouch-Free Detangler, Smooth","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian",18,10.99,http://hairlibrary.com/wp-content/uploads/2015/01/Taming-Spray-Ouch-Free-Detangler.jpg
6264,"Heavy Hitter Deep Cleansing Shampoo","What it does
Washes away dirt and product buildup for a powerful clean.

How it works
Invigorates and deep cleans without stripping natural oils; great for daily use.

Added bonus
Refreshing cedar and agave scent leaves hair smelling great.","What it does
Washes away dirt and product buildup for a powerful clean.

How it works
Invigorates and deep cleans without stripping natural oils; great for daily use.

Added bonus
Refreshing cedar and agave scent leaves hair smelling great.","Lather into wet hair. Rinse completely.","See package for product ingredients",,Liquid,male,"Naturally Straight,Curly",no,1000,009531123424,"Paul Mitchell, Mitch, Heavy Hitter, Deep Cleansing Shampoo, Deep Cleanse","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.85,http://hairlibrary.com/wp-content/uploads/2015/01/Heavy-Hitter-Deep-Cleansing-Shampoo.jpg
6266,"Hardwired Maximum Hold Spiking Glue","What it does
A must-have for spiked and extreme looks; provides powerhouse control that lasts as long as you want it.

How it works
Powerful hair fixative delivers superior, all-day hold.

Added bonus
Distributes easily and won&#39;t flake out.","What it does
A must-have for spiked and extreme looks; provides powerhouse control that lasts as long as you want it.

How it works
Powerful hair fixative delivers superior, all-day hold.

Added bonus
Distributes easily and won't flake out.","Distribute through damp or dry hair and style as desired.","See package for product ingredients",,Gel,male,"Naturally Straight,Curly",no,1000,"009531119007 ","Paul Mitchell, Mitch, Hardwired, Maximum Hold, Spiking Glue","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",13.80,http://hairlibrary.com/wp-content/uploads/2015/01/Hardwired-Maximum-Hold-Spiking-Glue.jpg
6268,"Reformer Strong Hold/Matte Finish Texturizer","What it does
Pliable putty styler with a powerful hold bulks up fine or thin hair.

How it works
Thickening ingredients leave hair full and healthy-looking, while powerful fixatives lock the style in place.

Added bonus
Creates gritty, modern texture and a matte finish.","What it does
Pliable putty styler with a powerful hold bulks up fine or thin hair.

How it works
Thickening ingredients leave hair full and healthy-looking, while powerful fixatives lock the style in place.

Added bonus
Creates gritty, modern texture and a matte finish.","Work a small amount into your hands and distribute through damp or dry hair.","See package for product ingredients",,Gel,male,"Naturally Straight,Curly",no,1000,009531118765,"Paul Mitchell, Mitch, Reformer, Strong Hold, Matte Finish, Texturizer","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",19.45,http://hairlibrary.com/wp-content/uploads/2015/01/Reformer-Strong-HoldMatte-Finish-Texturizer.jpg
6270,"Barber's Classic, Moderate Hold/High Shine Pomade","What it does
Great for classic styles and slicked-back looks; tames curls and waves with smooth control.

How it works
Smoothing and conditioning ingredients make hair easier to handle, while a long-lasting styling fixative locks hair in place.","What it does
Great for classic styles and slicked-back looks; tames curls and waves with smooth control.

How it works
Smoothing and conditioning ingredients make hair easier to handle, while a long-lasting styling fixative locks hair in place.","Work a small amount through damp or dry hair and style as desired. Works through hair quickly with comb or fingers.","See package for product ingredients",,Wax,male,"Naturally Straight,Curly",no,1000,009531118796,"Paul Mitchell, Mitch, Barber's Classic, Moderate Hold,High Shine Pomade, Smooth","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46","16.98 ",http://hairlibrary.com/wp-content/uploads/2015/01/Barbers-Classic-Moderate-Hold-High-Shine-Pomade.jpg
6272,"Neuro Unclipped Styling Rod","What it does
Perfect for beach waves and loose curls.

How it works

    1&#34; clipless premium IsoTherm titanium barrel
    Adjustable temperature control
    Heats up to 450F in seconds
    SmartSense microchip for lightning-fast heat recovery
    Customizable auto shut-off
    Extra-long barrel ideal for long hair
    9-foot swivel cord with hanging loop
    Dual voltage for worldwide use

Added bonus
Cool tip for easier styling.
","Basics: Creates beach waves quickly, thanks to high-performance titanium and a clipless design. Benefits: The ultra-sensitive SmartSense microchip monitors temperature 50 times per second, ensuring perfect, even heat. ","    Determine where you want the curls to start. If you want curls from scalp to ends, place the base of the iron close to the head and begin wrapping the hair around it. If you want to curl half the strand, begin wrapping at mid-length.

    Wrap the hair OVER the iron for more wave, or UNDER the iron for more bounce and lift.

    Wrap larger sections for looser, wavier looks; smaller sections for tighter curls.

    Choose the right Paul Mitchell® Pro Tools™ brush for your desired end result:

        413 Sculpting Brush for full, bouncy curls
        Teasing Brush for a soft, Hollywood glam look
        Detangler Comb for a free, tousled look",,,"Styling Object",both,"Naturally Straight,Relaxed Straight,Curly",no,1000,009531122281,"Paul Mitchell, Neuro, Unclipped Styling Rod, temperature control, Dual voltage","Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c"," Relaxed Straight","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",129.95,http://hairlibrary.com/wp-content/uploads/2015/01/Neuro-Unclipped-Styling-Rod.jpg
6275,"Neuro Dry High Performance Dryer","What it does
Tourmaline ions dry hair quickly and gently from the inside out, reducing frizz and adding shine.

How it works

    1875-watt professional AC motor
    4 heat settings and cool shot button
    Protective rubber coating to prevent damage when dropped
    LCD display shows heat and power settings
    Includes concentrator nozzle and collapsible silicone diffuser

Added bonus
SmartSense microchip activates Clean Filter light.
","Neuro Dry a smarter dryer built for speed, endurance and performance. Discover intelligent styling - SmartSense filter maximizes the life of your tool. - Tourmaline Ions dry hair quickly and gently. - 4 heat settings and a cool shot button give you ultimate control AC Motor - Smart Sense Clean Filter Indicator - LCD Display - 2 year warranty - 1875 Watts - includes concentrator nozzle and collapsible diffuser ","    Begin with freshly washed hair, and towel dry to remove excess moisture.

    Apply to hair either Paul Mitchell® Fast Form® Cream Gel for a smooth and shiny blow-out, or Thicken Up® Styling Liquid for major body and volume .

    Section the hair into 4 equal parts using Paul Mitchell® ProClips.

    Starting at the nape of the neck, use the Paul Mitchell® Express Ion Round® brush (any size) to wrap a section of hair.

    For added volume, begin section by pointing the nozzle upward at the roots and blow-drying for added lift.

    Pull the brush through the section as you continue to blow-dry, pointing the nozzle downward onto hair to eliminate frizz and add shine.

    As you pull the brush through the hair, follow it with the dryer to evenly distribute the heat for a fast dry.

    When you reach the end of the hair, either turn the brush inward or outward depending on the style

    Lock in style by pressing the cool shot button

    Continue through all sections until hair is completely dry and styled.

FOR CURLY HAIR TYPES

    Attach the silicon collapsible diffuser.

    Begin by drying the hair at a low heat and speed at the roots using circular motions, always moving in the same direction.

    Finish by increasing the heat and gathering sections of hair into the diffuser for gentle drying and styling.

    For maximum volume, point the dryer at the roots.

    To set the style, release a cool shot of air.",,,"Styling Object",both,"Naturally Straight,Relaxed Straight,Curly",no,1000,009531123127,"Paul Mitchell, Neuro Dry, High Performance Dryer, shine","Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",155.00,http://hairlibrary.com/wp-content/uploads/2015/01/Neuro-Dry-High-Performance-Dryer.jpg
6277,"Rare Oil Treatment ","What it does
Cold-pressed marula oil is packed with powerful antioxidants and replenishing oleic acids for instant hydration, taming and softness.

How it works
Using only marula oil and esterized oil, this non-greasy, multitasking oil treatment pampers hair and skin with rich moisture.

Added bonus
Can be applied pre-shampooing as an enriching treatment or to clean, damp hair before blow-drying. A few drops on dry ends are the perfect solution for frizz and flyaways.

Instant conditioning, lightweight feel and brilliant shine create silky-soft strands with a flawless finish, completely transforming hair.","Paul Mitchell Marula Rare Oil Treatment Light is specially formulated for light, fine hair and normal to oily skin. This featherweight cold pressed oil treatment has powerful antioxidant benefits, provides nutrients and hydration to the skin and hair without feeling heavy or greasy. Pamper yourself with rich moisture with this multitasking oil treatment. ","read labels, warnings, and directions before using or consuming a product ","See package for product ingredients",,Oil,both,"Naturally Straight,Curly",no,1000,009531124087,"Paul Mitchell, Marula Oil, Rare Oil Treatment, hydration, taming, soft, moisture","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46","40.00 ",http://hairlibrary.com/wp-content/uploads/2015/01/Rare-Oil-Treatment.jpg
6279,"Express Ion Dry + An Advanced Styling Dryer","What it does
Our classic Express Ion Dry, updated with high-tech digital features, an ultra-lightweight ergonomic design, and a powerful motor for an advanced drying experience.

How it works

    Digital LCD display shows temperature, airflow and cool shot settings
    5 temperatures/5 speed settings
    1875-watt professional DC motor
    Easy-snap removable filter
    Express Ion Complex ensures healthy, shiny results

Added bonus
Complimentary diffuser with vented fingertips to lift and define curls.","WHAT IT DOES Our classic Express Ion Dry®, updated with high-tech digital features, an ultra-lightweight ergonomic design, and a powerful motor for an advanced drying experience. HOW IT WORKS Digital LCD display shows temperature, airflow and cool shot settings 5 temperatures/5 speed settings 1875-watt professional DC motor Easy-snap removable filter Express Ion ComplexTM ensures healthy, shiny results ADDED BONUS Complimentary diffuser with vented fingertips to lift and define curls. ",,,,"Styling Object",both,"Naturally Straight,Relaxed Straight,Curly",no,1000,009531123721,"Paul Mitchell, Pro Tools, Express Ion Dry, An Advanced Styling Dryer, healthy, shiny ","Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c"," Relaxed Straight","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46","122.00 ",http://hairlibrary.com/wp-content/uploads/2015/01/Express-Ion-Dry-An-Advanced-Styling-Dryer.jpg
6281,"Express Ion Round","What it does
Makes curls bouncy, defined and full of volume.

How it works

    Aluminum barrel heats up during blow-drying to help shape your style
    Express Ion Complex molded into the bristles and barrel helps hair dry faster and creates static-free styles
    Uniquely shaped corkscrew bristles provide a smoother finish

Added bonus
Speeds up drying time.","Accelerate your look with the New Express Ion round brush, where high tech meets high style. Express Ion Complex breaks up water molecules and infuses them into the hair shaft for conditioned locks without static or flyaways. ",,,,"Styling Object",both,"Naturally Straight,Relaxed Straight,Curly",no,1000,095311165944,"Paul Mitchell, Pro Tools, Express Ion Round, smooth, bouncy","Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c"," Relaxed Straight","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",20.00,http://hairlibrary.com/wp-content/uploads/2015/01/Express-Ion-Round.jpg
6283,"Express Ion Curl","What it does
1&#34; aluminum barrel creates flawless ringlets and waves, ensuring hydrated curls with incredible shine and staying power.

How it works

    Express Ion Complex hydrates and adds shine
    Digital temperature control and temperature lock
    Heats up to 400F

Added bonus
Ceramic heat delivery system prevents cold spots for faster styling.","Paul Mitchell express ion curl 1.0 spring curling iron heats hair gently and quickly from the inside out for smooth, hydrated curls without static or flyaways. High-tech features like a ceramic heater and digital temperature control ensure even heat distribution for bouncy, twisty tendrils that last. ",,,,"Styling Object",both,"Naturally Straight,Relaxed Straight,Curly",no,1000,009531117041,"Paul Mitchell, Pro Tools,  Express Ion Curl, shine, temperature control","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c"," Relaxed Straight","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",86.15,http://hairlibrary.com/wp-content/uploads/2015/01/Express-Ion-Curl.jpg
6285,"Moroccan Infusion Color Care Shampoo"," Salon-proven to add shine as well as Moroccanoil  Moisture Repair.

Infused with Moroccan argan oil, our Color Care Shampoo System provides your hair with:
    Vibrant color
    Noticeable shine
    Long-lasting conditioning
For long lasting, silky shine use with Moroccan Infusion Moroccan Argan Styling Oil.","The new Moroccan infusion line from suave professionals is infused with authentic Moroccan argan oil, lightweight miracle oil that absorbs instantly and is known to give brilliant shine and long lasting conditioning benefits. This Moroccan infusion color care shampoo gently cleanses, keeping color vibrant while enhancing shine. To enhance shine and conditioning use with Moroccan infusion Moroccan argan styling oil. Salon proven to make hair shine as well as the salon brand Moroccan oil shampoo and conditioner system versus Moroccan oil moisture repair shampoo and conditioner.","Apply. Lather. Rinse. For best results, follow with Moroccan Infusion Color Care Conditioner. The enhance shine and conditioning use with Moroccan Infusion Styling Oil. ","Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Glycol Distearate, Dimethiconol, Glycerin, Fragrance (Parfum), Carbomer, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Citric Acid, PPG-9, Tetrasodium EDTA, DMDM Hydantoin, PEG-45M, Prunus Amygdalus Dulcis",,Liquid,both,"Naturally Straight,Curly",no,1000,079400255990,"Suave, Moroccan Infusion, Color Care Shampoo, long lasting, silky, shine ","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",2.88,http://hairlibrary.com/wp-content/uploads/2015/01/Moroccan-Infusion-Color-Care-Shampoo.jpg
6287,"Moroccan Infusion Color Care Conditioner"," Salon-proven to add shine as well as Moroccanoil  Moisture Repair.

Infused with Moroccan argan oil, our Color Care Conditioner System provides your hair with:
    Vibrant color
    Noticeable shine
    Long-lasting conditioning

For long lasting, silky shine use with Moroccan Infusion Moroccan Argan Styling Oil.","The new Moroccan infusion line from suave professionals is infused with authentic Moroccan argan oil, lightweight miracle oil that absorbs instantly and is known to give brilliant shine and long lasting conditioning benefits. This Moroccan infusion color care conditioner smoothes and seals the cuticle to keep color vibrant while enhancing shine. To enhance shine and conditioning use with Moroccan infusion Moroccan argan styling oil. Salon proven to make hair shine as well as the salon brand Moroccan oil shampoo and conditioner system versus Moroccan oil moisture repair shampoo and conditioner. Moroccan oil is a registered trademark of Moroccan oil Inc.","Apply after using Moroccan Infusion Color Care Shampoo. Leave for 1-3 minutes. Rinse. To enhance shine and conditioning use with Moroccan Infusion Styling Oil and Shine Spray. ","Water (Aqua), Cetearyl Alcohol, Dimethicone, Stearamidopropyl Dimethylamine, Hydrogenated Coconut Oil, Behentrimonium Chloride, Fragrance (Parfum), Mineral Oil, Lactic Acid, Amodimethicone, Potassium Chloride, Disodium EDTA, Prunus Amygdalus Dulcis (Sweet Almond) Oil, DMDM Hydantoin, Argania Spinosa Kernel Oil, Benzophenone-4, Ethylhexyl Methoxycinnamate, Methylchloroisothiazolinone, Methylisothiazolinone.",,Liquid,both,"Naturally Straight,Curly",no,1000,079400256003,"Suave, Moroccan Infusion, Color Care Conditioner, long lasting, silky, shine","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46","2.88 ",http://hairlibrary.com/wp-content/uploads/2015/01/Moroccan-Infusion-Color-Care-Conditioner.jpg
6289,"Damage Care Shampoo","Salon proven to strengthen as well as REDKEN Extreme.
Suave Professionals Damage Care Shampoo is enriched with a keratin and antioxidant complex that cleanses and restores distressed hair, leaving it strong and healthy looking. 

    For dry, damaged hair
    Safe for color-treated hair
    Nourishing keratin and antioxidant complex
    Reduces hair breakage
    Use with Damage Care Conditioner

","Suave Professionals Damage Care Shampoo is enriched with a keratin and antioxidant complex that cleanses and restores distressed hair, leaving it strong and healthy looking. ","Apply to wet hair, work lather through to ends, and rinse. For best results, use with Suave Damage Care Conditioner. Gentle enough for color-treated hair. ","Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Glycerin, Dimethiconol, Fragrance (Parfum), Carbomer, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, PPG-9, Tetrasodium EDTA, TEA-Sulfate, DMDM Hydantoin, Citric Acid, PEG-45M, Hydrolyzed Keratin, Methylchloroisothiazolinone, Methylisothiazolinone, Ascorbic Acid (Vitamin C), Niacinamide, Mica (CI 77019), Titanium Dioxide (CI 77891).",,Liquid,both,"Naturally Straight,Curly",no,1000,079400028006,"Suave Professionals, Damage Care Shampoo, Smooth, Strong","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",3.29,http://hairlibrary.com/wp-content/uploads/2015/01/Damage-Care-Shampoo.jpg
6291,"Damage Care Conditioner"," Salon proven to strengthen as well as REDKEN Extreme.

Enriched with a kerain and antioxidant complex, our fortifying shampoo and conditioner smooth and restore distressed hair, leaving it strong and healthy looking.","Enriched with a kerain and antioxidant complex, our fortifying shampoo and conditioner smooth and restore distressed hair, leaving it strong and healthy looking.","Apply, rinse. ","Water (Aqua), Cetearyl Alcohol, Dimethicone, Stearamidopropyl Dimethylamine, Behentrimonium Chloride, Fragrance (Parfum), Dipropylene Glycol, Lactic Acid, Potassium Chloride, Amodimethicone, Disodium EDTA, DMDM Hydantoin, PEG-7 Propylheptyl Ether, PEG-150 Distearate, Cetrimonium Chloride, Hydrolyzed Keratin, Methylchloroisothiazolinone, Methylisothiazolinone, Ascorbic Acid (Vitamin C), Niacinamide.",,Liquid,both,"Naturally Straight,Curly",no,1000,079400028013,"Suave Professionals, Damage Care Conditioner, Smooth, Strong","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.15,http://hairlibrary.com/wp-content/uploads/2015/01/Damage-Care-Conditioner.jpg
6293,"Split End Rescue Shampoo","SALON PROVEN to strengthen as well as PAUL MITCHELL SuperStrong

Enriched with PEC complex, our Split End Rescue Shampoo & Conditioner help cleanse and condition hair, transforming split ends into healthy-looking, strong hair after just three uses","Enriched with PEC complex, our Split End Rescue Shampoo & Conditioner help cleanse and condition hair, transforming split ends into healthy-looking, strong hair after just three uses","Apply, lather, rinse. Use with Split End Rescue Conditioner."," Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium chloride, Glycerin, Dimethiconol, Carbomer, Fragrance (Parfum), Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Citric Acid, PPG-9, Tetrasodium EDTA, DMDM Hydantoin, PEG-45M, PVM/MA Copolymer, Polyquaternium-28, Methylchloroisothiazolinone, Methylisothiazolinone, Mica (CI 77019), Titanium Dioxide (CI 77891)",,Liquid,both,"Naturally Straight,Curly",no,1000,079400333513,"Suave Professionals, Split End Rescue Shampoo, healthy-looking, strong","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",3.69,http://hairlibrary.com/wp-content/uploads/2015/01/Split-End-Rescue-Shampoo.jpg
6295,"Split End Rescue Conditioner"," SALON PROVEN to strengthen as well as PAUL MITCHELL SuperStrong

Enriched with PEC complex, our Split End Rescue Shampoo & Conditioner help cleanse and condition hair, transforming split ends into healthy-looking, strong hair after just three uses","Enriched with PEC complex, Suave Professionals Split End Rescue Conditioner helps cleanse and condition hair, transforming split ends into healthy-looking, strong hair after just three uses","Apply. Leave for 3 minutes. Rinse. Use with Split End Rescue Shampoo."," Water (Aqua), Cetearyl Alcohol, Dimethicone, Stearamidopropyl Dimethylamine, Behentrimonium Chloride, Fragrance (Parfum), Dipropylene Glycol, Lactic Acid, Polyquaternium-28, Amodimethicone, Potassium Chloride, Disodium EDTA, DMDM Hydantoin, Cetrimonium Chloride, PVM/MA Copolymer, Methylchloroisothiazolinone, Methylisothiazolinone",,Liquid,both,"Naturally Straight,Curly",no,1000,079400333391,"Suave Professionals, Split End Rescue Conditioner, healthy-looking, strong","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",1.98,http://hairlibrary.com/wp-content/uploads/2015/01/Split-End-Rescue-Conditioner.jpg
6297,"2-in-1 Plus Shampoo & Conditioner","Enriched with a formula that includes pH-balanced micro moisturizing particles, our convenient, one-step 2-in-1 shampoo and conditioner cleanses and conditions your hair, leaving it soft and manageable without buildup.
Suave Professionals 2in1 Plus Shampoo & Conditioner:

    Cleanses and conditions hair
    Formula with micro moisturizing particles is pH balanced
    Leaves hair soft and manageable without build-up
    No need to follow with a separate conditioner","Enriched with a formula that includes pH-balanced micro moisturizing particles, our convenient, one-step 2-in-1 shampoo and conditioner cleanses and conditions your hair, leaving it soft and manageable without buildup.","Apply, lather, rinse. No need to follow with a separate conditioner.","Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Dimethiconol, Sodium Chloride, TEA Dodecylbenzene Sulfonate, Carbomer, Propylene Glycol, Guar Hydroxypropyltrimonium Chloride, Tetrasodium EDTA, Fragrance (Parfum), PPG 9, Citric Acid, DMDM Hydantoin, Methylchloroisothiazolinone, Methylisothiazolinone, Methenamine, Mica, Titanium Dioxide (Cl 77891), Yellow 10 Aluminum Lake (CI 47005), Blue 1 Lake (CI 42090)",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,880147553474,"Suave Professionals, 2-in-1 Plus Shampoo & Conditioner, moisture, soft, manageable","Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",9.99,http://hairlibrary.com/wp-content/uploads/2015/01/2-in-1-Plus-Shampoo-Conditioner.jpg
6303,"Luxe Style Infusion Smoothing Lightweight Weather Proof Cream"," Salon Proven To Smooth As Well As Krastase Keratine Thermique

This Weather Proof Smoothing Cream creates a weightless, invisible shield so your smooth look stays frizz resistant and is sleek & shiny for up to 72 hours versus non-conditioning shampoo.
Luxe style infusion weather proof smoothing creaminspired by the best products in salons, this luxurious collection of products helps make your everyday style look as good as when your stylist does it.this weather proof smoothing cream creates a weightless, invisible shield so your smooth look stays frizz resistant and is sleek & shiny for up to 72 hours versus non-conditioning shampoo. Salon proven to smooth as well as kerastase nutritive sublimateur jour. "," Salon Proven To Smooth As Well As Kérastase® Keratine Thermique

This Weather Proof Smoothing Cream creates a weightless, invisible shield so your smooth look stays frizz resistant and is sleek & shiny for up to 72 hours versus non-conditioning shampoo.","1. Apply Luxe Style Infusion Weather Proof Cream to damp hair for a smooth finish. Using a flat brush, blow dry.
STYLIST TIP: Blow dry in the direction of where ponytail will set.
2. Spray Luxe Style Infusion Anti-Humidity Hairspray for hold. Brush into ponytail, securing with elastic.
3. Take a small pinch of hair from ponytail and wrap around the elastic. Spray more for extra hold.","See package for product ingredients",,Liquid,both,"Naturally Straight,Curly",no,1000,079400427625,"Suave Professionals, Luxe Style Infusion, Smooth, Lightweight, Weather Proof Cream","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",15.95,http://hairlibrary.com/wp-content/uploads/2015/01/Luxe-Style-Infusion-Smoothing-Lightweight-Weather-Proof-Cream.jpg
